Symbol,Price,Type,Description,Quantity,Commission,Amount,Date
"AAPL251017P00190000","2.37","Trade","AAPL Oct 17, 2025 $190.00 Put",-2,"0.00","473.76","Aug 06, 2025"
"HOOD251017C00105000","11.10","Trade","HOOD Oct 17, 2025 $105.00 Call",-1,"0.00","1109.88","Aug 06, 2025"
"WMT250808P00099000","0.05","Trade","WMT Aug 08, 2025 $99.00 Put",-1,"0.00","4.88","Aug 06, 2025"
"AAPL250919P00215000","7.59","Trade","AAPL Sep 19, 2025 $215.00 Put",2,"0.00","-1518.22","Aug 06, 2025"
"WMT250919C00095000","9.35","Trade","WMT Sep 19, 2025 $95.00 Call",-2,"0.00","1869.76","Aug 06, 2025"
"WMT250919C00095000","9.36","Trade","WMT Sep 19, 2025 $95.00 Call",-2,"0.00","1871.76","Aug 06, 2025"
"META251017P00685000","10.15","Trade","META Oct 17, 2025 $685.00 Put",-1,"0.00","1014.88","Aug 06, 2025"
"GOOG251017P00185000","4.55","Trade","GOOG Oct 17, 2025 $185.00 Put",-1,"0.00","454.88","Aug 06, 2025"
"BABA250808P00116000","0.24","Trade","BABA Aug 08, 2025 $116.00 Put",-1,"0.00","23.88","Aug 06, 2025"
"SMCI260116C00053000","6.76","Trade","SMCI Jan 16, 2026 $53.00 Call",-2,"0.00","1351.76","Aug 06, 2025"
"META250919P00720000","10.62","Trade","META Sep 19, 2025 $720.00 Put",1,"0.00","-1062.11","Aug 06, 2025"
"AVGO250829P00290000","8.70","Trade","AVGO Aug 29, 2025 $290.00 Put",1,"0.00","-870.11","Aug 06, 2025"
"WMT250808P00099000","0.05","Trade","WMT Aug 08, 2025 $99.00 Put",-1,"0.00","4.88","Aug 06, 2025"
"AAPL250919P00215000","7.65","Trade","AAPL Sep 19, 2025 $215.00 Put",2,"0.00","-1530.22","Aug 06, 2025"
"AVGO251017C00300000","22.15","Trade","AVGO Oct 17, 2025 $300.00 Call",2,"0.00","-4430.23","Aug 06, 2025"
"TSLA250919P00300000","11.50","Trade","TSLA Sep 19, 2025 $300.00 Put",1,"0.00","-1150.11","Aug 06, 2025"
"AVGO251017C00300000","22.10","Trade","AVGO Oct 17, 2025 $300.00 Call",2,"0.00","-4420.23","Aug 06, 2025"
"META251017P00685000","10.11","Trade","META Oct 17, 2025 $685.00 Put",-1,"0.00","1010.88","Aug 06, 2025"
"META250919P00720000","10.70","Trade","META Sep 19, 2025 $720.00 Put",1,"0.00","-1070.11","Aug 06, 2025"
"AAPL250829P00210000","3.95","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-395.11","Aug 06, 2025"
"META251017P00685000","10.10","Trade","META Oct 17, 2025 $685.00 Put",-1,"0.00","1009.88","Aug 06, 2025"
"AAPL251017C00215000","10.04","Trade","AAPL Oct 17, 2025 $215.00 Call",3,"0.00","-3011.33","Aug 06, 2025"
"PLTR260116P00150000","12.05","Trade","PLTR Jan 16, 2026 $150.00 Put",-1,"0.00","1204.88","Aug 06, 2025"
"BABA250808P00116000","0.24","Trade","BABA Aug 08, 2025 $116.00 Put",-1,"0.00","23.88","Aug 06, 2025"
"SMCI251017P00055000","10.50","Trade","SMCI Oct 17, 2025 $55.00 Put",-1,"0.00","1049.88","Aug 06, 2025"
"GOOGL250829P00200000","7.65","Trade","GOOGL Aug 29, 2025 $200.00 Put",-1,"0.00","764.88","Aug 06, 2025"
"AAPL250829P00210000","3.93","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-393.11","Aug 06, 2025"
"HOOD251017C00105000","11.10","Trade","HOOD Oct 17, 2025 $105.00 Call",-1,"0.00","1109.88","Aug 06, 2025"
"GOOGL251017C00190000","14.30","Trade","GOOGL Oct 17, 2025 $190.00 Call",-3,"0.00","4290.64","Aug 06, 2025"
"GOOG250919P00200000","8.85","Trade","GOOG Sep 19, 2025 $200.00 Put",1,"0.00","-885.11","Aug 06, 2025"
"AAPL250829P00210000","4.13","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-413.11","Aug 06, 2025"
"GOOGL251017C00190000","14.25","Trade","GOOGL Oct 17, 2025 $190.00 Call",-3,"0.00","4274.65","Aug 06, 2025"
"WMT250808P00099000","0.05","Trade","WMT Aug 08, 2025 $99.00 Put",-1,"0.00","4.88","Aug 06, 2025"
"SMCI251017P00055000","10.20","Trade","SMCI Oct 17, 2025 $55.00 Put",-1,"0.00","1019.88","Aug 06, 2025"
"WMT250919C00095000","9.30","Trade","WMT Sep 19, 2025 $95.00 Call",-2,"0.00","1859.76","Aug 06, 2025"
"META250919P00720000","10.70","Trade","META Sep 19, 2025 $720.00 Put",1,"0.00","-1070.11","Aug 06, 2025"
"GOOG251017P00185000","4.55","Trade","GOOG Oct 17, 2025 $185.00 Put",-1,"0.00","454.88","Aug 06, 2025"
"SLV251017P00034500","1.46","Trade","SLV Oct 17, 2025 $34.50 Put",-3,"0.00","437.64","Aug 06, 2025"
"AVGO251017C00300000","22.15","Trade","AVGO Oct 17, 2025 $300.00 Call",2,"0.00","-4430.23","Aug 06, 2025"
"GOOG260116C00180000","27.50","Trade","GOOG Jan 16, 2026 $180.00 Call",1,"0.00","-2750.11","Aug 06, 2025"
"AAPL251017P00190000","2.38","Trade","AAPL Oct 17, 2025 $190.00 Put",-2,"0.00","475.76","Aug 06, 2025"
"AVGO250829P00290000","8.70","Trade","AVGO Aug 29, 2025 $290.00 Put",1,"0.00","-870.11","Aug 06, 2025"
"PLTR260116P00150000","12.11","Trade","PLTR Jan 16, 2026 $150.00 Put",-1,"0.00","1210.88","Aug 06, 2025"
"AAPL250829P00210000","4.15","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-415.11","Aug 06, 2025"
"GOOG251017P00185000","4.55","Trade","GOOG Oct 17, 2025 $185.00 Put",-1,"0.00","454.88","Aug 06, 2025"
"GOOG250919P00200000","8.90","Trade","GOOG Sep 19, 2025 $200.00 Put",1,"0.00","-890.11","Aug 06, 2025"
"AAPL250919P00215000","7.61","Trade","AAPL Sep 19, 2025 $215.00 Put",2,"0.00","-1522.23","Aug 06, 2025"
"AAPL251017C00215000","10.03","Trade","AAPL Oct 17, 2025 $215.00 Call",3,"0.00","-3009.33","Aug 06, 2025"
"SMCI260116C00053000","6.60","Trade","SMCI Jan 16, 2026 $53.00 Call",-2,"0.00","1319.76","Aug 06, 2025"
"GOOGL250829P00200000","7.65","Trade","GOOGL Aug 29, 2025 $200.00 Put",-1,"0.00","764.88","Aug 06, 2025"
"AVGO250829P00290000","8.65","Trade","AVGO Aug 29, 2025 $290.00 Put",1,"0.00","-865.11","Aug 06, 2025"
"AAPL250829P00210000","3.93","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-393.11","Aug 06, 2025"
"HOOD251017C00105000","11.10","Trade","HOOD Oct 17, 2025 $105.00 Call",-1,"0.00","1109.88","Aug 06, 2025"
"GOOG250919P00200000","8.84","Trade","GOOG Sep 19, 2025 $200.00 Put",1,"0.00","-884.11","Aug 06, 2025"
"AAPL250829P00210000","4.13","Trade","AAPL Aug 29, 2025 $210.00 Put",1,"0.00","-413.11","Aug 06, 2025"
"GOOGL251017C00190000","14.25","Trade","GOOGL Oct 17, 2025 $190.00 Call",-3,"0.00","4274.65","Aug 06, 2025"
"SMCI251017P00055000","10.60","Trade","SMCI Oct 17, 2025 $55.00 Put",-1,"0.00","1059.88","Aug 06, 2025"
"GOOG260116C00180000","27.50","Trade","GOOG Jan 16, 2026 $180.00 Call",1,"0.00","-2750.11","Aug 06, 2025"
"QQQ250829P00554000","7.57","Trade","QQQ Aug 29, 2025 $554.00 Put",-2,"0.00","1513.76","Aug 05, 2025"
"PLTR260116P00150000","13.25","Trade","PLTR Jan 16, 2026 $150.00 Put",-1,"0.00","1324.88","Aug 05, 2025"
"QQQ250829P00554000","7.68","Trade","QQQ Aug 29, 2025 $554.00 Put",-2,"0.00","1535.76","Aug 05, 2025"
"HIMS251017C00060000","8.22","Trade","HIMS Oct 17, 2025 $60.00 Call",-1,"0.00","821.88","Aug 05, 2025"
"AAPL251017P00190000","4.00","Trade","AAPL Oct 17, 2025 $190.00 Put",-1,"0.00","399.88","Aug 05, 2025"
"HIMS251017C00060000","8.15","Trade","HIMS Oct 17, 2025 $60.00 Call",-1,"0.00","814.88","Aug 05, 2025"
"PLTR251017C00170000","18.50","Trade","PLTR Oct 17, 2025 $170.00 Call",-1,"0.00","1849.88","Aug 05, 2025"
"PLTR260116P00150000","13.25","Trade","PLTR Jan 16, 2026 $150.00 Put",-1,"0.00","1324.88","Aug 05, 2025"
"GOOGL251017C00190000","13.05","Trade","GOOGL Oct 17, 2025 $190.00 Call",3,"0.00","-3915.34","Aug 05, 2025"
"GOOGL250829P00200000","9.05","Trade","GOOGL Aug 29, 2025 $200.00 Put",1,"0.00","-905.11","Aug 05, 2025"
"GOOGL250829P00200000","9.10","Trade","GOOGL Aug 29, 2025 $200.00 Put",1,"0.00","-910.11","Aug 05, 2025"
"PLTR251017C00170000","18.90","Trade","PLTR Oct 17, 2025 $170.00 Call",-1,"0.00","1889.88","Aug 05, 2025"
"PLTR251017C00170000","18.50","Trade","PLTR Oct 17, 2025 $170.00 Call",-1,"0.00","1849.88","Aug 05, 2025"
"AAPL251017P00190000","4.00","Trade","AAPL Oct 17, 2025 $190.00 Put",-1,"0.00","399.88","Aug 05, 2025"
"SMCI250919C00055000","7.95","Trade","SMCI Sep 19, 2025 $55.00 Call",-1,"0.00","794.88","Aug 05, 2025"
"GOOGL251017C00190000","13.08","Trade","GOOGL Oct 17, 2025 $190.00 Call",3,"0.00","-3924.34","Aug 05, 2025"
"GOOGL251017C00190000","13.10","Trade","GOOGL Oct 17, 2025 $190.00 Call",3,"0.00","-3930.33","Aug 05, 2025"
"GOOGL250829P00200000","9.10","Trade","GOOGL Aug 29, 2025 $200.00 Put",1,"0.00","-910.11","Aug 05, 2025"
"PLTR260116P00150000","13.25","Trade","PLTR Jan 16, 2026 $150.00 Put",-1,"0.00","1324.88","Aug 05, 2025"
"AAPL251017P00190000","4.00","Trade","AAPL Oct 17, 2025 $190.00 Put",-1,"0.00","399.88","Aug 05, 2025"
"SMCI250919C00055000","7.95","Trade","SMCI Sep 19, 2025 $55.00 Call",-1,"0.00","794.88","Aug 05, 2025"
"QQQ250829P00554000","7.73","Trade","QQQ Aug 29, 2025 $554.00 Put",-2,"0.00","1545.76","Aug 05, 2025"
"HIMS251017C00060000","8.23","Trade","HIMS Oct 17, 2025 $60.00 Call",-1,"0.00","822.88","Aug 05, 2025"
"SMCI251017P00055000","5.60","Trade","SMCI Oct 17, 2025 $55.00 Put",1,"0.00","-560.11","Aug 04, 2025"
"AAPL251017P00190000","3.73","Trade","AAPL Oct 17, 2025 $190.00 Put",2,"0.00","-746.22","Aug 04, 2025"
"NFLX251017P01030000","18.83","Trade","NFLX Oct 17, 2025 $1,030.00 Put",1,"0.00","-1883.11","Aug 04, 2025"
"HIMS251017C00060000","12.54","Trade","HIMS Oct 17, 2025 $60.00 Call",1,"0.00","-1254.11","Aug 04, 2025"
"NFLX251017P01030000","19.10","Trade","NFLX Oct 17, 2025 $1,030.00 Put",1,"0.00","-1910.11","Aug 04, 2025"
"GOOG251017P00185000","5.15","Trade","GOOG Oct 17, 2025 $185.00 Put",1,"0.00","-515.11","Aug 04, 2025"
"QQQ250829C00554000","17.13","Trade","QQQ Aug 29, 2025 $554.00 Call",-1,"0.00","1712.88","Aug 04, 2025"
"AAPL251017P00190000","3.71","Trade","AAPL Oct 17, 2025 $190.00 Put",2,"0.00","-742.22","Aug 04, 2025"
"AAPL251017P00190000","3.72","Trade","AAPL Oct 17, 2025 $190.00 Put",2,"0.00","-744.23","Aug 04, 2025"
"HOOD251017C00105000","12.69","Trade","HOOD Oct 17, 2025 $105.00 Call",1,"0.00","-1269.11","Aug 04, 2025"
"HOOD251017C00105000","12.75","Trade","HOOD Oct 17, 2025 $105.00 Call",1,"0.00","-1275.11","Aug 04, 2025"
"QQQ250829C00554000","17.14","Trade","QQQ Aug 29, 2025 $554.00 Call",-1,"0.00","1713.88","Aug 04, 2025"
"GOOG251017P00185000","5.15","Trade","GOOG Oct 17, 2025 $185.00 Put",1,"0.00","-515.11","Aug 04, 2025"
"SMCI251017P00055000","5.58","Trade","SMCI Oct 17, 2025 $55.00 Put",1,"0.00","-558.11","Aug 04, 2025"
"NFLX260116C01360000","38.93","Trade","NFLX Jan 16, 2026 $1,360.00 Call",1,"0.00","-3893.11","Aug 04, 2025"
"SMCI260116P00045000","4.10","Trade","SMCI Jan 16, 2026 $45.00 Put",-1,"0.00","409.88","Aug 04, 2025"
"NFLX260116P00860000","10.45","Trade","NFLX Jan 16, 2026 $860.00 Put",-1,"0.00","1044.88","Aug 04, 2025"
"NFLX251017P01030000","19.15","Trade","NFLX Oct 17, 2025 $1,030.00 Put",1,"0.00","-1915.11","Aug 04, 2025"
"NFLX260116P00860000","10.20","Trade","NFLX Jan 16, 2026 $860.00 Put",-1,"0.00","1019.88","Aug 04, 2025"
"HOOD251017C00105000","12.71","Trade","HOOD Oct 17, 2025 $105.00 Call",1,"0.00","-1271.11","Aug 04, 2025"
"SMCI260116P00045000","4.15","Trade","SMCI Jan 16, 2026 $45.00 Put",-1,"0.00","414.88","Aug 04, 2025"
"NFLX260116P00860000","10.25","Trade","NFLX Jan 16, 2026 $860.00 Put",-1,"0.00","1024.88","Aug 04, 2025"
"GOOG251017P00185000","5.15","Trade","GOOG Oct 17, 2025 $185.00 Put",1,"0.00","-515.11","Aug 04, 2025"
"HIMS251017C00060000","12.70","Trade","HIMS Oct 17, 2025 $60.00 Call",1,"0.00","-1270.11","Aug 04, 2025"
"AMZN251017P00195000","3.36","Trade","AMZN Oct 17, 2025 $195.00 Put",-1,"0.00","335.88","Aug 04, 2025"
"AMZN251017P00195000","3.35","Trade","AMZN Oct 17, 2025 $195.00 Put",-1,"0.00","334.88","Aug 04, 2025"
"NFLX260116C01360000","39.00","Trade","NFLX Jan 16, 2026 $1,360.00 Call",1,"0.00","-3900.11","Aug 04, 2025"
"NFLX260116C01360000","39.12","Trade","NFLX Jan 16, 2026 $1,360.00 Call",1,"0.00","-3912.11","Aug 04, 2025"
"HIMS251017C00060000","12.55","Trade","HIMS Oct 17, 2025 $60.00 Call",1,"0.00","-1255.11","Aug 04, 2025"
"QQQ250829C00554000","17.09","Trade","QQQ Aug 29, 2025 $554.00 Call",-1,"0.00","1708.88","Aug 04, 2025"
"SMCI251017P00055000","5.60","Trade","SMCI Oct 17, 2025 $55.00 Put",1,"0.00","-560.11","Aug 04, 2025"
"SMCI260116P00045000","4.15","Trade","SMCI Jan 16, 2026 $45.00 Put",-1,"0.00","414.88","Aug 04, 2025"
,,"Option","META250801P00650000",1,,"0.00","Aug 01, 2025"
"META250801P00682500","0.13","Trade","META Aug 01, 2025 $682.50 Put",5,"0.00","-65.55","Aug 01, 2025"
"COIN260116C00450000","16.34","Trade","COIN Jan 16, 2026 $450.00 Call",-1,"0.00","1633.88","Aug 01, 2025"
"QQQ250829P00554000","11.93","Trade","QQQ Aug 29, 2025 $554.00 Put",2,"0.00","-2386.22","Aug 01, 2025"
"QQQ250829P00554000","11.86","Trade","QQQ Aug 29, 2025 $554.00 Put",2,"0.00","-2372.22","Aug 01, 2025"
"QQQ250829P00554000","12.17","Trade","QQQ Aug 29, 2025 $554.00 Put",2,"0.00","-2434.23","Aug 01, 2025"
"BABA250808P00120000","4.85","Trade","BABA Aug 08, 2025 $120.00 Put",-1,"0.00","484.88","Aug 01, 2025"
"SMCI260116C00053000","12.55","Trade","SMCI Jan 16, 2026 $53.00 Call",2,"0.00","-2510.23","Aug 01, 2025"
"COST250919C00920000","51.60","Trade","COST Sep 19, 2025 $920.00 Call",-1,"0.00","5159.88","Aug 01, 2025"
"PLTR251017C00170000","11.10","Trade","PLTR Oct 17, 2025 $170.00 Call",1,"0.00","-1110.11","Aug 01, 2025"
"NTNX250919P00077500","7.90","Trade","NTNX Sep 19, 2025 $77.50 Put",-1,"0.00","789.88","Aug 01, 2025"
"COIN260116C00450000","17.30","Trade","COIN Jan 16, 2026 $450.00 Call",-1,"0.00","1729.88","Aug 01, 2025"
"TSLA260116C00350000","27.45","Trade","TSLA Jan 16, 2026 $350.00 Call",-1,"0.00","2744.88","Aug 01, 2025"
"AAPL260116C00195000","20.75","Trade","AAPL Jan 16, 2026 $195.00 Call",2,"0.00","-4149.22","Aug 01, 2025"
"META260116C00850000","31.01","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-3101.11","Aug 01, 2025"
"SNOW250919C00230000","7.75","Trade","SNOW Sep 19, 2025 $230.00 Call",-1,"0.00","774.88","Aug 01, 2025"
"NTNX250919C00075000","4.20","Trade","NTNX Sep 19, 2025 $75.00 Call",-1,"0.00","419.88","Aug 01, 2025"
"MU250808P00107000","4.75","Trade","MU Aug 08, 2025 $107.00 Put",-1,"0.00","474.88","Aug 01, 2025"
"COST250919C00920000","52.00","Trade","COST Sep 19, 2025 $920.00 Call",-1,"0.00","5199.88","Aug 01, 2025"
"TSLA260116P00210000","8.07","Trade","TSLA Jan 16, 2026 $210.00 Put",-1,"0.00","806.88","Aug 01, 2025"
"BABA251017C00115000","9.47","Trade","BABA Oct 17, 2025 $115.00 Call",-2,"0.00","1893.76","Aug 01, 2025"
"META250801P00680000","0.03","Trade","META Aug 01, 2025 $680.00 Put",-5,"0.00","14.44","Aug 01, 2025"
"BABA250808P00116000","2.07","Trade","BABA Aug 08, 2025 $116.00 Put",1,"0.00","-207.11","Aug 01, 2025"
"SMCI260116C00053000","12.55","Trade","SMCI Jan 16, 2026 $53.00 Call",2,"0.00","-2510.22","Aug 01, 2025"
"SMCI260116P00045000","4.90","Trade","SMCI Jan 16, 2026 $45.00 Put",1,"0.00","-490.11","Aug 01, 2025"
"COST250919C00920000","51.99","Trade","COST Sep 19, 2025 $920.00 Call",-1,"0.00","5198.88","Aug 01, 2025"
"AAPL260116C00195000","20.75","Trade","AAPL Jan 16, 2026 $195.00 Call",2,"0.00","-4149.22","Aug 01, 2025"
"COIN260116P00250000","15.50","Trade","COIN Jan 16, 2026 $250.00 Put",-1,"0.00","1549.88","Aug 01, 2025"
"NTNX250919C00075000","4.20","Trade","NTNX Sep 19, 2025 $75.00 Call",-1,"0.00","419.88","Aug 01, 2025"
"AAPL250808P00212500","7.45","Trade","AAPL Aug 08, 2025 $212.50 Put",-2,"0.00","1489.76","Aug 01, 2025"
"MU250808P00107000","4.85","Trade","MU Aug 08, 2025 $107.00 Put",-1,"0.00","484.88","Aug 01, 2025"
"COIN260116C00450000","15.95","Trade","COIN Jan 16, 2026 $450.00 Call",-1,"0.00","1594.88","Aug 01, 2025"
"TSLA260116P00210000","8.08","Trade","TSLA Jan 16, 2026 $210.00 Put",-1,"0.00","807.88","Aug 01, 2025"
"META260116C00850000","31.04","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-3104.11","Aug 01, 2025"
"QQQ250829C00554000","13.10","Trade","QQQ Aug 29, 2025 $554.00 Call",1,"0.00","-1310.11","Aug 01, 2025"
"META260116P00620000","15.05","Trade","META Jan 16, 2026 $620.00 Put",-1,"0.00","1504.88","Aug 01, 2025"
"MU251017C00110000","7.79","Trade","MU Oct 17, 2025 $110.00 Call",-2,"0.00","1557.76","Aug 01, 2025"
"COST250919P00890000","8.42","Trade","COST Sep 19, 2025 $890.00 Put",-1,"0.00","841.88","Aug 01, 2025"
"PLTR251017C00170000","11.10","Trade","PLTR Oct 17, 2025 $170.00 Call",1,"0.00","-1110.11","Aug 01, 2025"
"PLTR251017C00170000","10.96","Trade","PLTR Oct 17, 2025 $170.00 Call",1,"0.00","-1096.11","Aug 01, 2025"
"TGT250919C00095000","8.55","Trade","TGT Sep 19, 2025 $95.00 Call",-2,"0.00","1709.76","Aug 01, 2025"
"TGT250919C00095000","8.55","Trade","TGT Sep 19, 2025 $95.00 Call",-2,"0.00","1709.76","Aug 01, 2025"
"AAPL251017C00200000","15.80","Trade","AAPL Oct 17, 2025 $200.00 Call",-7,"0.00","11059.19","Aug 01, 2025"
"MU251017C00110000","7.75","Trade","MU Oct 17, 2025 $110.00 Call",-2,"0.00","1549.76","Aug 01, 2025"
"AAPL251017P00190000","5.25","Trade","AAPL Oct 17, 2025 $190.00 Put",1,"0.00","-525.11","Aug 01, 2025"
"AAPL251017P00190000","5.25","Trade","AAPL Oct 17, 2025 $190.00 Put",1,"0.00","-525.11","Aug 01, 2025"
"QQQ250829C00554000","13.19","Trade","QQQ Aug 29, 2025 $554.00 Call",1,"0.00","-1319.11","Aug 01, 2025"
"COIN260116P00250000","15.55","Trade","COIN Jan 16, 2026 $250.00 Put",-1,"0.00","1554.88","Aug 01, 2025"
"BABA250808P00116000","2.04","Trade","BABA Aug 08, 2025 $116.00 Put",1,"0.00","-204.11","Aug 01, 2025"
"AAPL250808P00212500","7.21","Trade","AAPL Aug 08, 2025 $212.50 Put",-2,"0.00","1441.76","Aug 01, 2025"
"TSLA260116C00350000","27.46","Trade","TSLA Jan 16, 2026 $350.00 Call",-1,"0.00","2745.88","Aug 01, 2025"
"BABA251017C00115000","9.49","Trade","BABA Oct 17, 2025 $115.00 Call",-2,"0.00","1897.76","Aug 01, 2025"
"META260116C00850000","31.00","Trade","META Jan 16, 2026 $850.00 Call",1,"0.00","-3100.11","Aug 01, 2025"
"PLTR250919P00160000","16.50","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1649.88","Aug 01, 2025"
"PLTR260116P00150000","20.22","Trade","PLTR Jan 16, 2026 $150.00 Put",2,"0.00","-4044.23","Aug 01, 2025"
"BABA250808P00120000","4.70","Trade","BABA Aug 08, 2025 $120.00 Put",-1,"0.00","469.88","Aug 01, 2025"
"BABA250808P00116000","1.99","Trade","BABA Aug 08, 2025 $116.00 Put",1,"0.00","-199.11","Aug 01, 2025"
"QQQ250804P00572000","16.00","Trade","QQQ Aug 04, 2025 $572.00 Put",-2,"0.00","3199.76","Aug 01, 2025"
"COST250919P00890000","8.48","Trade","COST Sep 19, 2025 $890.00 Put",-1,"0.00","847.88","Aug 01, 2025"
"NTNX250919P00077500","7.93","Trade","NTNX Sep 19, 2025 $77.50 Put",-1,"0.00","792.88","Aug 01, 2025"
"META251017P00685000","13.67","Trade","META Oct 17, 2025 $685.00 Put",1,"0.00","-1367.11","Aug 01, 2025"
"META251017P00685000","13.64","Trade","META Oct 17, 2025 $685.00 Put",1,"0.00","-1364.11","Aug 01, 2025"
"AAPL251017P00190000","5.25","Trade","AAPL Oct 17, 2025 $190.00 Put",1,"0.00","-525.11","Aug 01, 2025"
"PLTR250919P00160000","16.45","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1644.88","Aug 01, 2025"
"NTNX250919C00075000","4.10","Trade","NTNX Sep 19, 2025 $75.00 Call",-4,"0.00","1639.55","Aug 01, 2025"
"BABA250808P00120000","4.70","Trade","BABA Aug 08, 2025 $120.00 Put",-1,"0.00","469.88","Aug 01, 2025"
"AMZN251017P00195000","4.07","Trade","AMZN Oct 17, 2025 $195.00 Put",1,"0.00","-407.11","Aug 01, 2025"
"TSLA260116C00350000","27.35","Trade","TSLA Jan 16, 2026 $350.00 Call",-1,"0.00","2734.88","Aug 01, 2025"
"TSLA260116P00210000","8.09","Trade","TSLA Jan 16, 2026 $210.00 Put",-1,"0.00","808.88","Aug 01, 2025"
"BABA260116C00120000","11.63","Trade","BABA Jan 16, 2026 $120.00 Call",2,"0.00","-2326.22","Aug 01, 2025"
"NTNX250919P00077500","7.98","Trade","NTNX Sep 19, 2025 $77.50 Put",-1,"0.00","797.88","Aug 01, 2025"
"BABA260116C00120000","11.64","Trade","BABA Jan 16, 2026 $120.00 Call",2,"0.00","-2328.22","Aug 01, 2025"
"BABA260116C00120000","11.63","Trade","BABA Jan 16, 2026 $120.00 Call",2,"0.00","-2326.22","Aug 01, 2025"
"BABA251017C00115000","9.45","Trade","BABA Oct 17, 2025 $115.00 Call",-2,"0.00","1889.76","Aug 01, 2025"
"PLTR250919P00160000","15.55","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1554.88","Aug 01, 2025"
"PLTR250919P00160000","16.45","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1644.88","Aug 01, 2025"
"COIN260116P00250000","15.65","Trade","COIN Jan 16, 2026 $250.00 Put",-1,"0.00","1564.88","Aug 01, 2025"
"QQQ250804P00572000","14.51","Trade","QQQ Aug 04, 2025 $572.00 Put",-1,"0.00","1450.88","Aug 01, 2025"
"AAPL260116C00195000","20.75","Trade","AAPL Jan 16, 2026 $195.00 Call",2,"0.00","-4150.23","Aug 01, 2025"
"PLTR260116P00150000","20.30","Trade","PLTR Jan 16, 2026 $150.00 Put",2,"0.00","-4060.23","Aug 01, 2025"
"AMZN250808P00230000","12.00","Trade","AMZN Aug 08, 2025 $230.00 Put",-3,"0.00","3599.65","Aug 01, 2025"
"SMCI260116C00053000","12.55","Trade","SMCI Jan 16, 2026 $53.00 Call",2,"0.00","-2510.22","Aug 01, 2025"
"COST250919P00890000","8.46","Trade","COST Sep 19, 2025 $890.00 Put",-1,"0.00","845.88","Aug 01, 2025"
"SMCI250919C00055000","7.35","Trade","SMCI Sep 19, 2025 $55.00 Call",-1,"0.00","734.88","Aug 01, 2025"
"PLTR250919P00160000","15.60","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1559.88","Aug 01, 2025"
"TGT250808P00101000","2.67","Trade","TGT Aug 08, 2025 $101.00 Put",-1,"0.00","266.88","Aug 01, 2025"
"NTNX250919C00075000","4.22","Trade","NTNX Sep 19, 2025 $75.00 Call",-1,"0.00","421.88","Aug 01, 2025"
"NTNX250919C00075000","4.10","Trade","NTNX Sep 19, 2025 $75.00 Call",-1,"0.00","409.88","Aug 01, 2025"
"AMZN251017P00195000","4.07","Trade","AMZN Oct 17, 2025 $195.00 Put",1,"0.00","-407.11","Aug 01, 2025"
"SMCI260116P00045000","4.88","Trade","SMCI Jan 16, 2026 $45.00 Put",1,"0.00","-488.11","Aug 01, 2025"
"PLTR250919P00160000","15.60","Trade","PLTR Sep 19, 2025 $160.00 Put",-1,"0.00","1559.88","Aug 01, 2025"
"TGT250808P00101000","2.65","Trade","TGT Aug 08, 2025 $101.00 Put",-1,"0.00","264.88","Aug 01, 2025"
"NTNX250919C00075000","4.15","Trade","NTNX Sep 19, 2025 $75.00 Call",-4,"0.00","1659.54","Aug 01, 2025"
"MU250808P00107000","4.91","Trade","MU Aug 08, 2025 $107.00 Put",-1,"0.00","490.88","Aug 01, 2025"
"SMCI260116P00045000","4.90","Trade","SMCI Jan 16, 2026 $45.00 Put",1,"0.00","-490.11","Aug 01, 2025"
"TGT250808P00101000","2.65","Trade","TGT Aug 08, 2025 $101.00 Put",-1,"0.00","264.88","Aug 01, 2025"
"META251017P00685000","13.67","Trade","META Oct 17, 2025 $685.00 Put",1,"0.00","-1367.11","Aug 01, 2025"
"QQQ250829C00554000","13.19","Trade","QQQ Aug 29, 2025 $554.00 Call",1,"0.00","-1319.11","Aug 01, 2025"
"SNOW250919C00230000","7.80","Trade","SNOW Sep 19, 2025 $230.00 Call",-1,"0.00","779.88","Aug 01, 2025"
"MU251017C00110000","7.75","Trade","MU Oct 17, 2025 $110.00 Call",-2,"0.00","1549.76","Aug 01, 2025"
"AAPL250808P00212500","7.25","Trade","AAPL Aug 08, 2025 $212.50 Put",-2,"0.00","1449.76","Aug 01, 2025"
"TGT250919C00095000","8.55","Trade","TGT Sep 19, 2025 $95.00 Call",-2,"0.00","1709.76","Aug 01, 2025"
"META260116C00850000","32.06","Trade","META Jan 16, 2026 $850.00 Call",-3,"0.00","9617.64","Aug 01, 2025"
